9871.7,21269,9339.2,11518,7166.7,1531.8,9758.6,12836,1689.5,11520,54803,8740.1,9422.5,1283.4,10425,1611.5,59026,15996,11835,3043.6,1916.7,3729.2,27010,44815,18117,42025,11166,1569.4,11658,27393,744.7,22096,7311,8287.5,16602,18979,22017,31650,7455.7,2434.6,7642.1,18879,539.67,16353,18350,11327,4892.8,25797,7538.2,2729.5,28786,8830.6,10186,3507.4,3378.3,28618,45591,35665,31888,49559,10848,3228.7,8670.8,19021,13596,22494,9799.7,50241
5117.9,4404.2,2054.9,11679,2241.5,1577.1,2276.5,9737,244.32,4163.3,14824,5525,6486,16458,7011.5,6623.8,10337,5701,1224.1,92.628,752.36,17065,12507,12205,6487.2,13969,4968.8,1681.4,1690,9355.4,6614,13352,5860.5,10724,4116.1,5104.6,4043.9,1968.4,2048.1,89.929,17131,1473.5,930.05,3510.5,3127.4,1222.9,8039.9,14480,4368.3,1119.2,409.68,14476,2471.7,1214.7,127.88,10493,7941.9,11629,5961.2,12909,3402.9,451.95,2243.9,7031.4,1779.6,1221.6,5133.7,3058.4
4420.3,1082,10125,3764.6,3015.7,6011.4,1865.5,4315.4,4454.1,10133,21175,172.17,3906.1,812.14,11870,4361.2,12275,649.13,737.71,485.99,286.95,5774.7,13312,20423,24994,7577.4,7673,3322.2,4641.5,3873.4,618.82,8227.9,6247.9,2757.1,9643.4,5291.3,20132,3209.1,4623.6,5445.1,2877.9,3140.6,1477.1,13707,6643.3,121.08,25692,4995.9,12812,6284.1,14697,1411,11736,4814.3,3989.1,2767,16516,18762,23886,6907.6,14871,8495.5,17934,5981.7,6791.1,4847.7,654.68,12185
23772,5054.4,2376.1,2146.9,4409.6,896.12,23244,28240,1877.8,12725,29929,1885.7,5793.8,31772,4518.4,15417,4146.1,26806,1395,400.97,3496.5,3965.7,17802,17234,14160,27732,8578.1,919.13,3072.9,17557,18037,30224,6626.5,25907,1275.7,4396.9,3291,20689,3135.1,465.96,3707.4,10459,1239.8,1662.6,19266,13937,3225.7,6337.8,4311,3008.3,5465.1,5585.2,3637.3,581.15,1123.5,26546,2370.8,9551.1,4411.3,8104.3,8902,2221.7,2137.3,6017.6,2434.4,5026.7,2622.6,1648.7
12947,17217,2123.2,24024,4521.6,1790,7854.5,34372,2055.2,17984,25060,4666,12538,1344.9,13184,10138,1538.6,3785.1,7373.9,5092,1715.1,3144.9,18526,26362,14411,1809.1,11168,7587.1,2436,4506.4,9688.9,13965,7991.3,25287,2705.9,4048.6,11444,24888,14333,4625.7,13587,15001,8555.9,4140,33780,3558.8,9698.8,28596,16690,4406,4608.6,12161,2808.4,3938.7,1502.9,14409,20681,29034,18358,34828,20312,1547.9,4224.8,3148.8,2410.7,18333,6729,14363
1245,5085.3,5347,19566,7401.6,3085.7,3930.1,1595.7,154.88,4178.8,3481.5,2576.6,3408.7,7863.7,4462.2,1030,20393,5042.5,4003.9,1923.7,1204.8,7944.3,15807,14847,12707,13163,10125,1773.5,2582.2,9480.3,1339.5,4210.2,4768.5,778.45,4738.6,8975.2,9899.7,9529.4,206.41,1799.6,9622.7,8770.7,3607.4,9317.5,16769,2065.7,7763.6,11403,6307.9,1276.3,52997,8565,6140,3532.5,801.18,7609.2,28498,25555,19500,45142,3568.8,3821.1,6218.4,39393,2171.4,16500,5115,8669.7
3521.3,7071.8,1152.1,12127,1630.7,1526.6,903.04,2099.6,1350.8,3183.3,1681.2,2710.5,1378.1,5310.2,813.74,2167.2,4171.5,708.78,4247.3,1139.6,255.81,10769,4588.6,1252.4,3843.9,1874.4,3282,2195.9,3866.2,8973.9,3107.8,6328.6,1707.9,3775.6,1938.8,868.44,3984.4,7563.1,1722.1,237.77,1298.3,5356.5,1209.4,221.42,3376.3,332.56,683.48,2074,711.4,2482.5,896.45,926.36,1107.6,628.53,780.22,2384.4,5913.2,1279.2,3932.9,151.92,1461.4,1051.4,894.19,4157.9,1609.3,2895.9,1405.2,2934.4
9385.4,11063,5515.7,13845,14151,560.65,1813.4,1561,6875.8,16178,12968,1571.1,3698.7,6351.2,5101.5,1423.3,8337.2,452.61,1166.8,835.19,1729.2,9093.8,7410.1,16910,7728.3,13369,6840.8,3782.7,1818.6,15599,12043,18076,12714,15145,14925,10528,5271.2,9147.1,8844.1,871.44,14364,2910.2,12179,10194,14491,3294.1,3775.3,18035,5027.6,6956.6,6390.1,4373.7,2393.3,842.45,1752.1,9782.7,12966,15958,8125.7,13056,7666.1,2815.1,3764.6,9832.3,4867,8144.8,6283,16084
2450.2,5963.8,7650.7,2569.9,3059,708.09,604.34,4857.1,1215.3,3216.7,8047.2,517.37,4488.2,4427.1,8683.3,860.75,7762.6,373.18,2859.3,1680.8,1830.9,3977.8,5367.9,2295.3,9783,15610,8134.2,1559.6,5066.9,11764,2418.7,4153.5,3163.6,4873.8,1199.4,6420.3,5936.3,7989.7,359.31,641.17,3193.4,8648.6,1838.7,3332.5,12734,337.85,4203.7,3053.9,4151.1,2191.9,7340.2,3870.1,2722.6,488.49,1033.3,2613.4,6892.4,6485.6,5404.1,26367,8612.1,1901.1,10626,20472,62.491,5559.2,1086.7,3037.4
9468,9974.5,4651.1,6955.8,3102.4,2158.8,16392,697.18,2834,16837,18791,1961.6,9250.8,17094,9840.8,2219.5,4641,4746.4,1100.5,1084,861.05,13709,9938.7,14720,8950,20151,3441.3,2407,4817.2,12969,5480.4,6991.3,8262.7,17083,2807.9,9297,4319,5576.8,8716.6,2178.7,18975,7640.7,13373,9002.4,16697,1833.2,6036.1,34769,7379.4,11358,12644,17405,1771.7,168.18,589.67,12684,3755,12046,4485,20397,6271.8,2469.3,3591.8,15510,10592,10830,4469.5,107.63
6498,23828,22473,3909.1,2845.5,568.64,2967,5298.3,290.43,9856.1,12027,563.49,3926.2,1253.3,4855.8,408.47,15989,5481.4,11033,1252.7,1345.3,1888.6,13783,14421,16850,16360,21659,5213.3,9291.2,14685,4044.6,4230.2,2084.8,7127,46.315,8665.6,10370,802.37,3572.6,362.39,6147.9,2806.2,1763.3,7967.6,7883,1366.5,6680,8751.4,7177.3,1719.8,4329.7,5534.9,612.52,2528.5,3317.5,2232.6,10376,10597,10301,15074,19449,5457,7401.2,8979.9,2191.9,636.72,3930.1,6537.7
2116,1109.7,3272.4,5031.5,824.35,853.5,3332.2,1146.7,1732.1,1886.3,5822.9,2065.8,503.75,4749,4828.2,1232.3,5582.6,2806.6,1321.2,688.11,1246.4,4428.6,6328.4,8928.7,6857.7,5705.9,694.32,383.8,6486.5,4234.7,1659.3,5969.1,584.24,2625.9,1384.5,3995.7,3068.5,4429.2,3695.2,615.26,1523.2,669.39,2689.6,3096.9,6200,4483.1,2803.9,10649,2946.5,2791.2,7834.3,728.03,4798.5,1852.5,2727.9,3483.5,6395.2,10071,1257.1,5871.6,6043.5,1569.9,2207,3625.6,3144.5,5926.3,1942.6,1011.5
5469,8866.8,1210.2,13818,9274.2,366.76,15923,5372,5206.2,6321.4,14999,1998.2,5496.3,24561,1173,729.27,3394.9,20623,360.81,1123.2,673,15136,1096,9162.5,1309,8048.4,4285.5,944.4,2035.7,2550.7,4628.8,3144.6,4649.5,2085.6,11420,3699.9,2202.8,10712,10665,98.195,4178.8,11848,14199,14727,16686,6985.3,2123.9,40401,4112.8,1282.9,2276.1,16266,5199.7,621.86,2966.6,21695,798.88,6911.5,2277.1,19173,2018.5,1300.4,2072.1,546.54,584.77,11122,11233,7156.7
12055,9828.3,3323.1,18014,13427,1598.5,25141,10676,7535,7712.5,30022,1160.8,7516.5,29695,7752.8,1554.2,8673.3,25079,346.66,1642.8,292.89,26317,5105.7,16071,5004.5,4859.1,4725.5,2063.2,2613,5549.1,3212.3,2747.3,10225,14955,11439,7235,2372.9,12125,9577.6,2367.2,15203,7822.2,11024,18552,17878,6228.9,8477.2,23427,4627.7,11508,1137.3,12440,7716.4,2217.3,620.09,16121,9800.4,6608.5,6796.1,8789.5,3607.3,381.08,1801.5,3723.1,3839.3,9478.6,11569,4310.7
5481.9,3487.6,7797,22302,3233.9,1000.6,4048.2,4950.5,1853.3,17960,1752.9,7274,241.73,11378,3668.9,1203,685.08,2637.3,20812,1577.4,10581,7625.9,6031.3,3346.4,2685.7,9042.5,6844.5,2326.2,3702.3,8187.2,3546.6,15937,2327.5,2491,23237,9560.3,5838.5,12493,1249.3,794.91,1970.2,27369,5113.1,3923.8,8409.2,4988.8,2886.8,11965,2277.8,8191,10819,1350.7,4022.6,1447.3,2687.5,17870,18745,20678,15080,16136,9084.3,3862.8,3395.7,3969.6,3863.7,13093,1188.7,11917
809.75,18595,5803.6,4678.1,5312.3,214.9,1779,1863.3,1120.5,1027.4,24984,993.17,1879.9,12088,9697.1,3941,5548.9,1653.9,1240.5,867.65,2806.4,2381.5,9129,17695,10353,16416,7895.5,3727.3,6404.2,8650.5,265.34,9015.3,4556,13243,8342.3,16457,3419.8,7217.4,4798.9,1051.5,8049.1,2501.7,7503.4,12673,15959,388.69,7734.8,16866,7993.3,3237,6569.9,11991,1270,1741.6,1514.1,6344.7,6875.6,16036,3262.3,23818,9333.2,1155.2,1364.7,4898.4,5434.8,2991.5,4147.1,1802.2
23100,13494,8808.5,5577.6,11485,177,4508.9,23945,2772.4,18631,56532,3684,8164.6,15218,19758,14858,27656,4074.4,4829,541.35,3841,28735,21066,43568,17294,66386,9816.8,3248.8,8689.3,36047,3945.2,25868,5042.6,40282,3991.2,14479,694.05,11087,6850.5,1382.5,21373,16044,12132,11661,35304,831.19,13559,45399,12217,8874,20569,1212.9,432.9,1574.9,4626.6,26157,17722,37925,15428,47619,5791,1947.4,4969.7,31462,10942,5274.5,11356,2074.4
17029,12836,9253.3,27505,11186,1330.6,4426.4,12390,1251.4,19544,15926,5810.9,8401.4,26758,12699,4656.2,19514,310.97,1964.5,3599.9,625.81,13284,19032,34951,19656,30072,19671,4217.9,5284.6,11762,9080.7,14622,7398.5,13973,10811,14261,13783,27468,17104,934.94,13007,33172,11608,11979,1428.3,25424,8476.4,16930,5707,2139,16361,5367.9,6521.1,277.3,1420.7,21422,22632,21705,19202,40459,16809,833.64,3613,13376,8821.8,24647,11619,31270
2261.6,4240,939.16,5359.1,2128.4,902.93,1568.6,1455.1,411.95,2323.2,4749.6,1613.5,1147.7,4984.4,1422.6,388.46,14600,1258,2477.2,513.92,732.22,5856.6,2362.6,11409,5277.7,4196.3,2793.7,1081.5,2898.4,2310.7,1078,2264.2,921.98,1670.7,12260,6467,8302.8,5316.3,435.27,971.85,3204.5,852.71,2632,2993.8,6573.1,2623.5,971.99,4094.2,2029.5,4524.4,15157,3851.9,6167.9,1103.7,1890.8,5168.6,14938,13101,13016,9041.4,4391.5,3945.8,495.08,5851.6,5657,12926,762.8,15423
4592,9462.2,4533.2,2076.2,1556.9,1989.6,1763.6,5221.7,755.33,6527.9,12002,801.45,7065.8,6294.5,10103,154.49,8512.6,4289.6,2366.4,2094.2,908.72,5207.1,7625.7,13243,7923.2,4391.3,13142,2408.1,5674,7161.3,2042.4,4475.2,3427.2,5720.5,2873.1,9829.9,2441.9,4925.9,3625.1,1911.7,6613,2962.6,2129.8,4605.2,11683,1342,5461.6,5098.6,5670.1,751.48,5361.7,6473.2,2278.2,2693.5,2299.1,2566.7,7173.7,10886,3685.9,2670.9,12476,2404.1,4242.6,1777.8,2104.6,7282.8,4249.8,8172
